ID,Severity,Start_Lat,Start_Lng,State,cluster
A-16576,2,37.674507,-122.38931299999999,CA,6
A-16885,2,37.355961,-121.86829399999999,CA,6
A-16946,2,37.322666,-121.835434,CA,6
A-17870,3,37.317062,-121.94058999999999,CA,6
A-17950,3,38.891338,-121.086853,CA,6
A-18001,3,37.851562,-122.29938500000002,CA,6
A-18398,2,38.578629,-121.38297299999999,CA,6
A-18815,2,38.581894,-121.504028,CA,6
A-18910,2,37.364319,-121.90183999999999,CA,6
A-19282,3,37.826392999999996,-122.299927,CA,6
A-19421,2,37.568962,-122.01454199999999,CA,6
A-19466,3,37.898579,-122.30961599999999,CA,6
A-19564,2,37.773483,-122.22788200000001,CA,6
A-19700,3,37.507488,-121.967377,CA,6
A-19903,2,37.449371,-122.123108,CA,6
A-20128,3,37.652134000000004,-122.09873200000001,CA,6
A-20275,2,37.397372999999995,-121.936127,CA,6
A-20363,2,37.209724,-121.72332800000001,CA,6
A-20392,2,37.761818,-122.40586100000002,CA,6
A-20913,2,37.259251,-121.966293,CA,6
A-21605,3,37.826302,-122.277092,CA,6
A-21972,2,37.898083,-122.089905,CA,6
A-21974,2,38.64922,-121.292023,CA,6
A-22213,3,37.33255,-122.055733,CA,6
A-22486,3,37.334255,-122.032471,CA,6
A-22587,3,37.737331,-122.19333600000002,CA,6
A-22945,2,38.271747999999995,-122.66968500000002,CA,6
A-23029,2,37.66708,-122.39521,CA,6
A-23129,2,37.195617999999996,-121.99353799999999,CA,6
A-23171,2,37.190643,-121.69341999999999,CA,6
A-23216,2,37.685875,-121.65972099999999,CA,6
A-23274,2,37.317387,-121.94032299999999,CA,6
A-23276,3,37.66637,-122.107491,CA,6
A-23812,3,37.51466,-121.93988799999998,CA,6
A-23818,2,37.76511,-122.19951599999999,CA,6
A-23897,3,37.912731,-122.06693999999999,CA,6
A-23977,2,38.678944,-121.378441,CA,6
A-24138,2,38.134083000000004,-122.476372,CA,6
A-24271,3,37.520306,-121.98381,CA,6
A-24430,2,37.158653,-121.982506,CA,6
A-24623,2,37.143429,-121.98490100000001,CA,6
A-24744,3,38.182751,-122.134422,CA,6
A-24853,2,37.996063,-121.78519399999999,CA,6
A-25433,2,37.250446000000004,-121.911491,CA,6
A-25642,2,37.750439,-121.39827,CA,6
A-25722,3,38.641293,-121.45691699999999,CA,6
A-25726,2,39.558056,-122.00431100000002,CA,6
A-25933,3,38.354504,-121.978577,CA,6
A-25949,2,37.692825,-122.110855,CA,6
A-26296,3,37.700474,-121.92564399999999,CA,6
A-26718,3,37.52449,-121.99202700000001,CA,6
A-27110,2,36.935947,-121.74328600000001,CA,6
A-27135,3,37.775101,-122.233337,CA,6
A-27418,2,37.991779,-122.07788799999999,CA,6
A-27774,2,38.683890999999996,-121.457001,CA,6
A-27900,3,37.802109,-122.298759,CA,6
A-27947,2,37.984699,-121.343681,CA,6
A-28604,2,38.588436,-121.261955,CA,6
A-28706,2,38.478896999999996,-121.421066,CA,6
A-28736,2,38.008839,-121.32824699999999,CA,6
A-28851,2,37.782207,-121.53081499999999,CA,6
A-29040,2,37.022377,-121.566429,CA,6
A-29080,3,38.216609999999996,-122.13819099999999,CA,6
A-29492,2,38.403496000000004,-121.38470500000001,CA,6
A-29535,2,37.890194,-121.56964099999999,CA,6
A-29632,2,38.596313,-121.419899,CA,6
A-30132,2,38.751616999999996,-121.451172,CA,6
A-30238,2,37.993793,-122.039177,CA,6
A-30548,3,37.826954,-122.286156,CA,6
A-30562,2,38.57626,-121.529648,CA,6
A-30709,2,37.958275,-121.258858,CA,6
A-30870,2,38.938461,-121.09597,CA,6
A-31131,2,38.601933,-121.40148899999998,CA,6
A-31137,2,38.518809999999995,-121.29794299999999,CA,6
A-31301,2,38.529185999999996,-121.33506000000001,CA,6
A-31381,2,36.916794,-121.784523,CA,6
A-31485,3,37.318847999999996,-121.991295,CA,6
A-31486,2,37.36372,-121.898003,CA,6
A-31891,3,37.690517,-122.078224,CA,6
A-31907,3,38.568455,-121.510605,CA,6
A-31987,3,37.322876,-121.999245,CA,6
A-32053,3,37.89632,-122.07051799999999,CA,6
A-32161,3,37.839985,-122.2966,CA,6
A-32274,2,38.591045,-121.36451699999999,CA,6
A-32466,3,37.732208,-122.41451299999999,CA,6
A-32539,2,38.665565,-121.35051000000001,CA,6
A-32830,2,38.013554,-121.99726899999999,CA,6
A-33030,3,37.575053999999994,-122.046898,CA,6
A-33162,3,37.698124,-121.94076499999998,CA,6
A-33720,2,37.374687,-121.93221299999999,CA,6
A-33813,2,37.867458,-122.198204,CA,6
A-34784,2,38.272308,-122.670433,CA,6
A-34926,2,37.979778,-121.21063999999998,CA,6
A-35110,3,38.352634,-121.981407,CA,6
A-35115,2,37.74302700000001,-122.405273,CA,6
A-35206,3,37.57515,-121.88372,CA,6
A-35482,4,38.045142999999996,-122.238029,CA,6
A-36274,3,38.633633,-121.500381,CA,6
A-36439,2,37.2785,-121.864548,CA,6
A-36464,2,38.101603999999995,-121.258629,CA,6
A-36493,2,38.119495,-121.2575,CA,6
A-36547,2,36.53957,-121.87061299999999,CA,6
A-36750,3,37.367962,-121.84600800000001,CA,6
A-37283,3,38.58202,-121.463058,CA,6
A-37400,2,38.22835900000001,-121.903572,CA,6
A-37468,2,37.981918,-120.64299,CA,6
A-37538,3,38.876247,-121.130356,CA,6
A-37606,2,38.299786,-122.666451,CA,6
A-37747,3,38.618099,-121.513855,CA,6
A-37920,2,37.364174,-121.90273300000001,CA,6
A-38053,2,37.958465999999994,-122.551331,CA,6
A-38071,3,37.388535,-122.157417,CA,6
A-38176,3,37.7034,-121.73686200000002,CA,6
A-38310,2,37.994461,-122.06988500000001,CA,6
A-38790,3,38.554428,-121.68856000000001,CA,6
A-39013,3,37.317924,-121.93933899999999,CA,6
A-39055,2,37.581241999999996,-122.32540900000001,CA,6
A-39233,2,37.313038,-121.84000400000001,CA,6
A-39253,2,37.484699,-122.18481399999999,CA,6
A-39319,3,38.671065999999996,-121.596024,CA,6
A-39595,3,37.700802,-121.92276000000001,CA,6
A-39633,3,37.701038,-121.812393,CA,6
A-39645,2,37.934837,-121.695206,CA,6
A-39950,2,38.659420000000004,-121.225647,CA,6
A-40291,2,37.867458,-122.198204,CA,6
A-40327,2,38.053696,-120.736427,CA,6
A-40484,3,38.007903999999996,-122.08530400000001,CA,6
A-40513,2,37.715244,-122.028046,CA,6
A-40811,3,37.818111,-121.993393,CA,6
A-41108,3,37.784218,-122.188446,CA,6
A-41291,2,38.485088,-121.24223300000001,CA,6
A-41582,3,37.941456,-122.32415,CA,6
A-41792,2,37.294281,-121.938446,CA,6
A-42566,2,38.437729,-122.687386,CA,6
A-42733,2,37.551277,-122.052719,CA,6
A-42818,2,37.892216,-122.15446499999999,CA,6
A-42960,2,33.90351500000001,-118.204346,CA,1
A-43000,3,33.833344,-117.24708600000001,CA,1
A-43118,2,34.425117,-118.42363700000001,CA,1
A-43167,2,34.030571,-117.642578,CA,1
A-43435,2,33.95092,-118.29656200000001,CA,1
A-43542,2,34.246357,-118.868408,CA,1
A-43603,2,33.881054,-117.598251,CA,1
A-43649,2,34.029293,-118.20108,CA,1
A-43661,2,33.862774,-118.043434,CA,1
A-44716,2,33.011021,-116.933723,CA,1
A-44993,2,34.012046999999995,-117.31366000000001,CA,1
A-45341,3,34.041012,-118.44165,CA,1
A-45672,2,33.931521999999994,-117.28908500000001,CA,1
A-45682,3,33.690956,-117.923286,CA,1
A-45773,2,33.761913,-116.91019399999999,CA,1
A-45842,3,34.481178,-117.33811999999999,CA,1
A-45890,3,34.073818,-118.21927600000001,CA,1
A-46246,3,33.170662,-117.346321,CA,1
A-46581,3,32.747543,-117.018166,CA,1
A-46670,2,33.87347800000001,-118.193481,CA,1
A-46903,2,33.870033,-117.87971499999999,CA,1
A-46918,3,33.774258,-118.071495,CA,1
A-46951,2,34.139862,-118.470413,CA,1
A-46991,3,34.244713,-118.422546,CA,1
A-47062,3,33.99527,-118.14508799999999,CA,1
A-47392,3,32.771702000000005,-117.13200400000001,CA,1
A-47437,2,34.030285,-117.700874,CA,1
A-47461,2,34.313362,-119.11660800000001,CA,1
A-47500,3,34.016396,-117.550102,CA,1
A-47592,2,34.14674,-117.252403,CA,1
A-47806,2,34.023289,-118.171051,CA,1
A-47893,3,34.045719,-117.31036399999999,CA,1
A-48275,3,34.068591999999995,-118.15118400000001,CA,1
A-49184,3,34.000633,-118.174973,CA,1
A-49330,2,33.382061,-117.250298,CA,1
A-49409,2,33.941105,-118.04021499999999,CA,1
A-49475,2,34.033039,-118.130028,CA,1
A-50243,2,33.811756,-117.770973,CA,1
A-50302,3,33.504131,-117.15313,CA,1
A-50510,2,33.922443,-118.04200700000001,CA,1
A-50942,3,34.059490000000004,-118.001396,CA,1
A-50943,3,34.01593,-118.173027,CA,1
A-51136,2,34.280361,-119.310753,CA,1
A-51387,2,34.145866,-117.311325,CA,1
A-51468,3,32.771846999999994,-117.13195800000001,CA,1
A-51470,3,34.244713,-118.422546,CA,1
A-52287,2,33.883559999999996,-117.640961,CA,1
A-52351,3,34.247803000000005,-118.425835,CA,1
A-52592,2,33.888306,-118.339256,CA,1
A-53012,2,34.153209999999994,-118.36758400000001,CA,1
A-53049,2,33.701060999999996,-117.6408,CA,1
A-53260,2,33.925556,-117.880074,CA,1
A-53443,2,33.969376000000004,-118.060051,CA,1
A-53847,2,34.277824,-118.604782,CA,1
A-53860,3,34.081947,-117.700134,CA,1
A-53927,3,34.027458,-118.27448999999999,CA,1
A-54075,2,33.257832,-117.237381,CA,1
A-54112,2,33.963718,-118.060493,CA,1
A-54427,2,33.886585,-117.50591999999999,CA,1
A-54492,3,33.930939,-118.178909,CA,1
A-54614,2,34.145794,-117.299377,CA,1
A-54851,2,34.336760999999996,-118.90108500000001,CA,1
A-55048,2,33.994232000000004,-117.888687,CA,1
A-55061,3,34.064640000000004,-118.002853,CA,1
A-55307,3,34.244713,-118.422546,CA,1
A-55776,2,33.8764,-118.072685,CA,1
A-55967,3,32.704041,-117.09488700000001,CA,1
A-55974,2,33.840687,-117.30509199999999,CA,1
A-55995,2,33.831623,-118.29029799999999,CA,1
A-56037,2,34.030045,-117.706848,CA,1
A-56099,3,32.890415000000004,-117.11438000000001,CA,1
A-56150,3,34.043888,-117.312706,CA,1
A-56398,3,33.938004,-117.290726,CA,1
A-56756,3,34.028236,-118.229942,CA,1
A-56797,3,34.07291,-118.466553,CA,1
A-57062,3,33.682590000000005,-117.857018,CA,1
A-57296,3,33.210598,-117.387192,CA,1
A-57373,3,34.07275,-117.784012,CA,1
A-57677,2,34.057777,-118.447754,CA,1
A-57696,3,34.064007000000004,-117.28358500000002,CA,1
A-57799,3,34.120521999999994,-117.87260400000001,CA,1
A-58204,3,34.230872999999995,-118.400108,CA,1
A-58268,3,33.857185,-118.28456899999999,CA,1
A-58692,2,33.882332,-117.378662,CA,1
A-58879,2,34.123077,-117.694519,CA,1
A-58937,2,34.466633,-118.33015400000001,CA,1
A-59193,3,33.845974,-118.09256699999999,CA,1
A-59752,2,34.012459,-118.162971,CA,1
A-59981,3,33.940968,-118.09657299999999,CA,1
A-60189,2,34.425491,-118.42321000000001,CA,1
A-60992,3,32.946987,-117.106567,CA,1
A-61234,3,33.785011,-116.35320300000001,CA,1
A-61507,2,33.949524,-117.69133799999999,CA,1
A-61603,3,33.881771,-117.58252,CA,1
A-61612,3,34.056419,-118.21428700000001,CA,1
A-61833,3,33.928162,-118.238976,CA,1
A-61896,2,33.876354,-118.10333999999999,CA,1
A-62620,2,34.083382,-118.221764,CA,1
A-63360,2,33.775486,-117.903015,CA,1
A-63456,2,33.800919,-117.878304,CA,1
A-63519,3,34.066727,-117.206848,CA,1
A-63993,2,33.983818,-118.437706,CA,1
A-64055,2,33.14801,-117.19593,CA,1
A-64274,2,34.110904999999995,-118.78798700000002,CA,1
A-64362,3,34.119827,-117.838631,CA,1
A-64379,2,33.891822999999995,-117.88079099999999,CA,1
A-64535,3,34.111893,-117.302452,CA,1
A-64572,2,33.960155,-118.25398999999999,CA,1
A-64592,2,34.491543,-118.197861,CA,1
A-64666,3,33.294872,-117.460052,CA,1
A-64948,3,33.941364,-118.09663400000001,CA,1
A-64984,2,32.844395,-117.212631,CA,1
A-65082,2,34.48941,-118.137398,CA,1
A-65310,2,34.18346,-117.877205,CA,1
A-65372,2,34.089775,-117.467751,CA,1
A-65378,2,34.099396,-117.893196,CA,1
A-65707,2,32.772083,-117.00183100000001,CA,1
A-65711,2,34.031368,-118.192307,CA,1
A-65715,2,33.823189,-117.241417,CA,1
A-65976,3,34.120487,-117.90753899999999,CA,1
A-66427,3,33.916428,-118.28573600000001,CA,1
A-66900,3,33.430508,-117.14533200000001,CA,1
A-67180,2,33.87233,-118.059128,CA,1
A-67324,2,34.154522,-118.396576,CA,1
A-67372,2,33.706947,-117.11972800000001,CA,1
A-67595,2,34.079674,-118.411629,CA,1
A-68253,2,33.775555,-118.087677,CA,1
A-68450,3,34.071758,-118.09948,CA,1
A-68676,2,33.903599,-118.19175700000001,CA,1
A-69029,3,34.135471,-117.965347,CA,1
A-69187,2,34.06559,-116.557014,CA,1
A-69300,2,32.717777000000005,-117.11425,CA,1
A-69828,2,34.117737,-118.168388,CA,1
A-69925,2,34.134968,-117.593544,CA,1
A-70490,3,34.218769,-117.397423,CA,1
A-70951,2,33.985434999999995,-118.326439,CA,1
A-70979,2,33.034805,-116.865242,CA,1
A-71137,2,34.033264,-118.18463100000001,CA,1
A-71417,3,33.924644,-118.20981599999999,CA,1
A-71559,3,34.072044,-117.90751599999999,CA,1
A-71653,3,33.931343,-118.395981,CA,1
A-72104,3,34.185493,-118.31779499999999,CA,1
A-72861,2,33.770988,-117.99182900000001,CA,1
A-72934,2,34.159659999999995,-118.466141,CA,1
A-73239,3,34.09576,-118.47660800000001,CA,1
A-73524,2,33.945457,-118.34825900000001,CA,1
A-73569,2,34.04797,-118.26656299999999,CA,1
A-73745,3,33.86116,-118.285156,CA,1
A-73879,3,34.192703,-118.32871200000001,CA,1
A-73969,2,33.097759,-117.02098799999999,CA,1
A-74066,3,33.914021000000005,-118.10469099999999,CA,1
A-74110,2,33.743598999999996,-116.303825,CA,1
A-74210,3,34.115608,-117.302376,CA,1
A-74302,2,34.071938,-118.266922,CA,1
A-74488,3,34.031867999999996,-118.423042,CA,1
A-74618,3,34.12112800000001,-117.897003,CA,1
A-74787,2,33.878192999999996,-118.186066,CA,1
A-74817,2,34.046078,-118.18705700000001,CA,1
A-74921,3,33.774260999999996,-118.07508899999999,CA,1
A-75336,3,33.924644,-118.20981599999999,CA,1
A-75377,3,32.771358,-117.13148500000001,CA,1
A-75529,3,32.802944000000004,-116.95098899999999,CA,1
A-75838,2,32.718796000000005,-117.117722,CA,1
A-76086,2,34.222378000000006,-119.13618500000001,CA,1
A-76661,3,33.823391,-118.19886000000001,CA,1
A-76781,2,33.986855,-117.869904,CA,1
A-77114,3,33.834534000000005,-117.936668,CA,1
A-77186,2,33.705234999999995,-117.855217,CA,1
A-77354,2,34.166267,-118.83838700000001,CA,1
A-77427,3,33.876938,-118.344978,CA,1
A-77464,3,33.134547999999995,-117.32923100000001,CA,1
A-77912,3,33.917175,-118.10446200000001,CA,1
A-78064,2,33.228313,-116.993637,CA,1
A-78298,2,33.994246999999994,-117.90508999999999,CA,1
A-78885,3,34.092144,-117.302025,CA,1
A-79137,2,32.964527000000004,-117.090378,CA,1
A-79167,3,32.719153999999996,-117.102951,CA,1
A-79300,2,32.68829,-117.16368899999999,CA,1
A-79383,2,33.968478999999995,-117.84889199999999,CA,1
A-79512,3,34.117496,-117.846329,CA,1
A-79693,2,34.135731,-117.370888,CA,1
A-79726,3,33.987499,-118.13755,CA,1
A-79904,2,34.440220000000004,-117.64221200000001,CA,1
A-80310,3,34.023251,-118.473679,CA,1
A-80425,3,34.423031,-118.58337399999999,CA,1
A-80571,3,34.160069,-118.469604,CA,1
A-81005,2,33.18716,-117.23577900000001,CA,1
A-81035,2,34.155502,-118.401016,CA,1
A-81048,2,33.756316999999996,-117.273117,CA,1
A-81053,3,34.03249,-118.22068,CA,1
A-81127,3,34.072189,-118.090675,CA,1
A-81128,2,33.968478999999995,-117.84889199999999,CA,1
A-81633,3,34.16853,-118.613419,CA,1
A-81659,2,34.293282,-118.4132,CA,1
A-82197,2,34.030468,-117.66831200000001,CA,1
A-82272,2,34.268710999999996,-118.467148,CA,1
A-82361,3,33.69582,-117.935143,CA,1
A-82682,2,34.002026,-117.834892,CA,1
A-83032,2,34.053497,-118.457733,CA,1
A-83346,3,33.713875,-117.96480600000001,CA,1
A-83458,2,34.121445,-117.881386,CA,1
A-83509,2,33.946296999999994,-117.38864099999999,CA,1
A-83739,3,34.081905,-117.715675,CA,1
A-83852,3,33.929333,-118.368546,CA,1
A-83878,3,34.152027000000004,-118.143295,CA,1
A-84096,2,34.342171,-118.50571399999998,CA,1
A-84195,2,34.056419,-118.21428700000001,CA,1
A-84551,2,32.791729,-117.15891299999998,CA,1
A-84628,2,33.966927,-117.755455,CA,1
A-84753,2,34.119335,-117.775253,CA,1
A-84930,2,33.716076,-117.64473000000001,CA,1
A-85021,3,33.802189,-118.115173,CA,1
A-85102,2,34.032551,-118.219948,CA,1
A-85103,2,33.875721,-118.19245900000001,CA,1
A-85372,3,34.02486,-117.334717,CA,1
A-85580,2,32.841136999999996,-117.133347,CA,1
A-85750,2,34.055092,-116.97746299999999,CA,1
A-85780,3,33.935226,-118.09248400000001,CA,1
A-85788,3,34.121037,-117.514137,CA,1
A-85823,2,32.941437,-117.218025,CA,1
A-85893,2,34.048515,-117.81233200000001,CA,1
A-85984,3,32.629065999999995,-117.043617,CA,1
A-86008,3,32.767139,-117.206078,CA,1
A-86047,3,32.803115999999996,-117.150726,CA,1
A-86612,2,34.151009,-118.152626,CA,1
A-86671,2,34.023434,-117.811623,CA,1
A-87919,2,34.095749,-117.488853,CA,1
A-88500,3,34.285315999999995,-118.404785,CA,1
A-88725,3,33.200207,-117.372208,CA,1
A-89012,3,33.681175,-117.853806,CA,1
A-89444,2,34.519737,-118.44616699999999,CA,1
A-89654,3,34.065666,-117.50151100000001,CA,1
A-89696,3,33.924644,-118.20981599999999,CA,1
A-89999,3,34.201111,-118.47341200000001,CA,1
A-90086,3,33.98785,-118.399048,CA,1
A-90156,2,33.635181,-117.85228700000002,CA,1
A-90192,3,32.861881,-117.11154199999999,CA,1
A-90293,2,34.090775,-118.30658000000001,CA,1
A-90568,2,33.994141,-117.359344,CA,1
A-90587,3,33.71973,-117.795052,CA,1
A-90751,2,33.854023,-117.93541699999999,CA,1
A-90908,2,33.815292,-118.29029799999999,CA,1
A-91384,3,33.930884999999996,-118.101822,CA,1
A-91583,3,32.748695,-117.12233700000002,CA,1
A-91892,2,32.890549,-116.92427099999999,CA,1
A-91917,3,32.942982,-117.242249,CA,1
A-91934,2,33.988049,-117.34768700000001,CA,1
A-92544,3,32.629065999999995,-117.043617,CA,1
A-92727,2,33.207687,-116.951431,CA,1
A-93415,3,34.316345,-118.43993400000001,CA,1
A-93420,2,34.41571,-118.47216,CA,1
A-93656,2,33.92527800000001,-117.88028700000001,CA,1
A-93923,2,34.041412,-118.064323,CA,1
A-93967,3,33.754318,-117.189423,CA,1
A-93979,2,34.13763400000001,-118.36293799999999,CA,1
A-94089,3,33.957836,-118.111847,CA,1
A-94099,2,34.509338,-118.111954,CA,1
A-94290,3,34.309055,-117.471802,CA,1
A-94327,2,33.885459999999995,-118.282738,CA,1
A-94585,2,33.967471999999994,-118.256401,CA,1
A-94655,2,34.165192,-118.474915,CA,1
A-94705,2,34.064780999999996,-118.470505,CA,1
A-94945,2,34.141155,-117.24861100000001,CA,1
A-95071,2,32.756226,-117.199265,CA,1
A-95202,2,34.039394,-118.08055900000001,CA,1
A-95329,2,33.978657,-118.244072,CA,1
A-95375,2,34.028296999999995,-118.186256,CA,1
A-95633,2,34.134544,-117.67028799999999,CA,1
A-95788,3,33.459694,-117.13593300000001,CA,1
A-95833,3,34.336586,-118.51198600000001,CA,1
A-95868,3,32.683296,-117.087952,CA,1
A-95924,3,33.937228999999995,-118.094086,CA,1
A-96046,3,33.978703,-118.07773600000002,CA,1
A-96090,2,33.856784999999995,-118.028526,CA,1
A-96115,3,34.077663,-117.99818400000001,CA,1
A-96217,3,34.004791,-118.17301200000001,CA,1
A-96496,3,34.035140999999996,-118.369514,CA,1
A-96551,2,34.03307,-118.0186,CA,1
A-96634,2,34.04858,-117.39638500000001,CA,1
A-96752,2,34.365108,-118.503716,CA,1
A-97175,3,33.99345,-118.069351,CA,1
A-97315,2,34.066227000000005,-117.803596,CA,1
A-97403,2,33.972218,-118.222427,CA,1
A-98031,3,33.730286,-117.396378,CA,1
A-98072,2,33.954308000000005,-118.300255,CA,1
A-98152,3,34.276756,-118.453049,CA,1
A-98207,3,34.073067,-118.21916200000001,CA,1
A-98788,2,33.831596000000005,-118.28825400000001,CA,1
A-98900,3,32.903465000000004,-117.116371,CA,1
A-99022,3,33.878067,-118.102997,CA,1
A-99162,2,34.132149,-117.59362,CA,1
A-99362,2,34.019634,-117.98812099999999,CA,1
A-99488,2,34.03603,-118.173576,CA,1
A-99628,2,33.748264,-117.832047,CA,1
A-99654,2,33.87685,-118.155304,CA,1
A-99719,3,34.172119,-118.467529,CA,1
A-99779,2,32.771599,-117.002144,CA,1
A-99866,2,34.492123,-118.283791,CA,1
A-99946,3,34.015575,-118.17227199999999,CA,1
A-100088,3,34.109459,-118.261101,CA,1
A-100135,2,34.204624,-118.40516699999999,CA,1
A-100287,2,33.982475,-118.440964,CA,1
A-100322,2,34.02879,-117.57561499999998,CA,1
A-100352,3,34.031826,-117.55046100000001,CA,1
A-100606,2,33.855812,-118.01723500000001,CA,1
A-100861,3,34.054352,-118.20281999999999,CA,1
A-100883,2,34.096396999999996,-118.81269099999999,CA,1
A-101009,2,34.113476,-118.176201,CA,1
A-101109,2,34.106682,-117.84636699999999,CA,1
A-101452,3,34.247803000000005,-118.425835,CA,1
A-101510,3,33.887463000000004,-118.104279,CA,1
A-102368,2,33.999088,-117.883583,CA,1
A-102768,3,34.065517,-117.5448,CA,1
A-102803,3,34.055023,-118.21428700000001,CA,1
A-102949,2,34.156448,-118.250359,CA,1
A-103769,3,34.226634999999995,-118.379143,CA,1
A-103807,3,34.068424,-118.150749,CA,1
A-104072,2,33.941833,-118.31774899999999,CA,1
A-104165,2,33.788639,-116.353477,CA,1
A-104280,2,32.719398,-117.154877,CA,1
A-104534,3,34.036713,-118.380829,CA,1
A-104721,2,34.173649,-118.553482,CA,1
A-104854,2,33.872032,-117.665222,CA,1
A-105232,3,34.120487,-117.90753899999999,CA,1
A-105236,2,34.266998,-118.443596,CA,1
A-105311,2,34.033039,-118.130028,CA,1
A-105342,3,34.07291,-118.466553,CA,1
A-105576,2,34.035315999999995,-118.14996299999999,CA,1
A-105897,2,34.132156,-117.999748,CA,1
A-105906,2,34.242069,-118.42608600000001,CA,1
A-106043,2,34.168121,-118.58811999999999,CA,1
A-107100,2,32.843601,-117.167076,CA,1
A-107197,2,33.876507000000004,-118.091499,CA,1
A-107252,2,34.134846,-117.61013799999999,CA,1
A-107320,2,33.894238,-118.19546499999998,CA,1
A-107507,2,33.986221,-117.872498,CA,1
A-108415,2,33.911373,-118.174232,CA,1
A-108430,3,34.266998,-118.443596,CA,1
A-108560,2,33.876289,-118.102577,CA,1
A-108831,2,34.102290999999994,-117.49376699999999,CA,1
A-108886,2,33.766373,-118.007271,CA,1
A-109051,2,32.760376,-117.16291000000001,CA,1
A-109169,2,32.766418,-117.11031299999999,CA,1
A-109215,2,34.071564,-118.23483300000001,CA,1
A-109234,3,33.987499,-118.13755,CA,1
A-109387,3,33.803028000000005,-118.12948600000001,CA,1
A-109671,3,34.036644,-118.286247,CA,1
A-109682,3,32.995827,-117.25651599999999,CA,1
A-109731,3,32.837486,-117.234695,CA,1
A-109745,3,34.067378999999995,-117.525429,CA,1
