ID,Severity,Start_Lat,Start_Lng,State,cluster
A-72517,3,33.754837,-117.851082,CA,5
A-73611,3,32.77969,-117.097008,CA,5
A-73682,2,34.169533,-118.59745,CA,5
A-74374,2,34.153725,-118.340126,CA,5
A-74701,3,34.280968,-118.399849,CA,5
A-75112,2,34.276897,-119.30032299999999,CA,5
A-75431,3,33.580025,-117.671875,CA,5
A-76085,2,33.816395,-116.39303600000001,CA,5
A-76337,2,33.93819000000001,-118.35913799999999,CA,5
A-76907,3,34.135372,-117.992622,CA,5
A-77336,2,34.021965,-117.81314099999999,CA,5
A-77619,3,34.018459,-118.27935,CA,5
A-77783,3,33.902004,-118.10508,CA,5
A-77936,3,33.876346999999996,-118.10438500000001,CA,5
A-78273,3,33.968163,-118.16787,CA,5
A-78328,2,34.078476,-118.2286,CA,5
A-79024,2,33.678593,-117.890495,CA,5
A-79074,3,34.037040999999995,-118.291573,CA,5
A-79877,3,34.212063,-118.348564,CA,5
A-80412,3,34.003265,-118.41120900000001,CA,5
A-81224,2,33.780933000000005,-118.10807,CA,5
A-81247,2,34.064632,-117.899002,CA,5
A-81278,3,34.201111,-118.47341200000001,CA,5
A-81295,3,33.965804999999996,-118.370499,CA,5
A-81975,3,32.917049,-117.116371,CA,5
A-82736,2,33.788639,-116.353477,CA,5
A-83929,2,34.019039,-117.73998300000001,CA,5
A-84368,3,33.8396,-118.263474,CA,5
A-84734,2,34.042927,-116.584946,CA,5
A-84852,2,34.070187,-118.235954,CA,5
A-85448,3,32.637962,-117.09924299999999,CA,5
A-86534,3,34.055695,-118.45196499999999,CA,5
A-88321,3,34.06023,-118.214882,CA,5
A-89071,3,34.047024,-118.44658700000001,CA,5
A-89110,3,33.191196000000005,-117.122017,CA,5
A-89124,3,33.691933,-117.337677,CA,5
A-89260,2,33.771313,-117.095894,CA,5
A-90510,3,33.706585,-117.779099,CA,5
A-90774,3,33.528744,-117.167351,CA,5
A-90834,2,34.03572800000001,-118.15148899999998,CA,5
A-92903,2,34.05859,-117.75233500000002,CA,5
A-92984,3,33.103458,-117.31043999999999,CA,5
A-93020,2,33.938694,-117.87718999999998,CA,5
A-93366,3,32.887074,-117.22788200000001,CA,5
A-93464,2,34.227623,-118.410789,CA,5
A-94166,2,33.259665999999996,-117.236397,CA,5
A-94361,2,33.903267,-116.501595,CA,5
A-94849,3,34.047024,-118.44658700000001,CA,5
A-95718,3,34.129723,-117.933701,CA,5
A-96303,3,33.809055,-118.287476,CA,5
A-96598,2,33.841854,-117.83116100000001,CA,5
A-97170,3,34.067703,-117.593521,CA,5
A-97273,2,32.707896999999996,-116.998779,CA,5
A-97358,3,33.707153000000005,-117.779549,CA,5
A-97380,2,34.151661,-118.453079,CA,5
A-97573,2,33.876858,-118.17295800000001,CA,5
A-98954,3,32.763008,-117.163269,CA,5
A-99083,3,33.61476500000001,-117.707458,CA,5
A-99130,2,34.417442,-119.866524,CA,5
A-99132,2,34.156265000000005,-118.26451899999999,CA,5
A-99445,2,33.313057,-116.86516599999999,CA,5
A-100109,3,34.071095,-117.759422,CA,5
A-100885,3,33.93988,-117.291183,CA,5
A-100934,3,34.151669,-118.13225600000001,CA,5
A-101413,2,34.393349,-118.574509,CA,5
A-101455,3,34.091915,-117.99135600000001,CA,5
A-101981,2,32.849315999999995,-116.935577,CA,5
A-101990,2,33.740497999999995,-117.833717,CA,5
A-102171,2,32.746967,-117.02780200000001,CA,5
A-103201,2,34.456074,-117.33193999999999,CA,5
A-103327,3,33.987499,-118.13755,CA,5
A-104466,3,32.8218,-117.162361,CA,5
A-105465,3,33.69582,-117.935143,CA,5
A-105549,2,33.824432,-118.290276,CA,5
A-106111,3,33.361038,-117.538086,CA,5
A-106275,2,34.062641,-118.090515,CA,5
A-106768,2,34.466685999999996,-118.329811,CA,5
A-107042,2,34.023418,-117.74762700000001,CA,5
A-107467,2,33.923752,-118.000778,CA,5
A-108089,2,34.020229,-118.827858,CA,5
A-108211,3,33.905342,-118.10506399999998,CA,5
A-108274,2,34.000702000000004,-117.84483300000001,CA,5
A-108624,3,34.081802,-118.224792,CA,5
A-109279,3,34.152142,-118.121475,CA,5
A-109321,2,33.876377000000005,-118.07766699999999,CA,5
A-110247,3,34.284477,-118.40396100000001,CA,5
A-110249,2,33.568539,-117.10453000000001,CA,5
A-110307,3,34.034954,-118.33371000000001,CA,5
A-110395,3,34.233181,-117.420189,CA,5
A-110536,2,33.942707,-117.278999,CA,5
A-111729,3,33.950581,-118.09256699999999,CA,5
A-111939,2,33.773224,-117.82091499999999,CA,5
A-112202,3,34.010239,-118.16005700000001,CA,5
A-112411,2,33.853737,-117.914749,CA,5
A-112829,3,34.135574,-118.00088500000001,CA,5
A-113820,3,34.038456,-118.27401,CA,5
A-114531,2,34.305865999999995,-118.72048999999998,CA,5
A-114927,3,34.039093,-118.43975800000001,CA,5
A-115038,2,34.150154,-118.07348600000002,CA,5
A-115170,3,34.34243,-118.52851100000001,CA,5
A-115346,3,34.149227,-117.48014099999999,CA,5
A-116305,2,27.949551,-82.354225,FL,3
A-116398,2,25.491966,-80.453819,FL,3
A-116905,2,28.67662,-82.19369499999998,FL,3
A-116985,2,25.918495,-80.212029,FL,3
A-117088,2,25.803728,-80.125626,FL,3
A-117465,3,28.510101000000002,-81.397041,FL,3
A-117535,2,27.277410999999997,-82.505852,FL,3
A-118030,2,28.206038,-82.657394,FL,3
A-119004,2,28.230296999999997,-80.712738,FL,3
A-119877,3,26.170547,-80.8563,FL,3
A-119895,2,28.420391,-81.47361,FL,3
A-120264,3,28.662039,-81.38846600000002,FL,3
A-120299,2,25.748962,-80.41645799999998,FL,3
A-120885,2,27.991341,-82.729683,FL,3
A-121052,2,25.94234800000001,-80.33429,FL,3
A-121314,3,25.812199,-80.20585600000003,FL,3
A-121355,2,27.298778999999996,-82.475708,FL,3
A-121443,2,28.389645,-81.506302,FL,3
A-122235,3,28.227696999999996,-82.671066,FL,3
A-122497,2,28.049485999999998,-82.780304,FL,3
A-122538,3,28.410282000000002,-81.475578,FL,3
A-122552,3,27.791718,-82.356926,FL,3
A-122598,3,28.662039,-81.38846600000002,FL,3
A-123268,3,27.792071999999997,-82.66069,FL,3
A-123986,3,26.087816,-80.363686,FL,3
A-124153,2,28.664089,-81.898064,FL,3
A-124399,2,28.078905,-82.739151,FL,3
A-124440,3,27.96475,-82.452522,FL,3
A-124899,2,28.403893,-81.697762,FL,3
A-125155,2,25.733028,-80.318649,FL,3
A-125629,2,27.291044,-80.697296,FL,3
A-125850,2,28.088065999999998,-82.459633,FL,3
A-126661,2,25.731916000000002,-80.37571,FL,3
A-126813,2,27.473215000000003,-82.542694,FL,3
A-126991,2,28.546465,-81.682327,FL,3
A-127200,2,28.578115000000004,-81.41643499999998,FL,3
A-128290,2,28.731142,-81.60652900000002,FL,3
A-128294,3,27.956498999999997,-82.462112,FL,3
A-128362,3,25.941519,-80.189461,FL,3
A-129138,2,28.358809,-80.700294,FL,3
A-129397,2,27.381003999999997,-82.636635,FL,3
A-129949,2,25.733028,-80.318649,FL,3
A-130691,3,28.054705,-82.454872,FL,3
A-131533,2,27.982658,-82.72670699999998,FL,3
A-131868,3,26.10659,-80.16851,FL,3
A-132387,2,27.627556,-81.544609,FL,3
A-132462,3,28.50168,-80.838562,FL,3
A-133351,3,28.027067,-82.152771,FL,3
A-133773,3,28.571236,-81.375641,FL,3
A-134300,2,26.939299,-80.155876,FL,3
A-134905,2,28.618727000000003,-81.258888,FL,3
A-134985,2,28.55198900000001,-81.489685,FL,3
A-135180,2,25.903141,-80.334358,FL,3
A-135899,2,25.50671,-80.439064,FL,3
A-136072,2,28.425625,-81.46311999999998,FL,3
A-136095,2,28.675461,-81.853317,FL,3
A-136228,3,25.866604000000002,-80.323013,FL,3
A-136297,3,27.945595,-82.537514,FL,3
A-136509,2,27.952932,-81.90876800000002,FL,3
A-136723,3,28.478745,-81.449173,FL,3
A-137041,2,28.441986,-81.30154399999998,FL,3
A-137182,2,28.19112800000001,-82.397514,FL,3
A-137340,3,26.260412,-80.133423,FL,3
A-137518,2,28.229443,-82.435516,FL,3
A-137892,2,28.081419,-82.739212,FL,3
A-138714,3,28.493181,-81.433258,FL,3
A-139626,2,28.483061,-82.60701800000002,FL,3
A-140624,2,25.796963,-80.321442,FL,3
A-140885,2,28.32554600000001,-81.391296,FL,3
A-141073,2,28.185959000000004,-82.437927,FL,3
A-141652,2,25.96469500000001,-80.172585,FL,3
A-141906,3,28.756140000000002,-81.363197,FL,3
A-143405,3,28.570809999999998,-81.375862,FL,3
A-143701,2,27.845609999999997,-82.67641400000002,FL,3
A-143744,2,28.47280300000001,-81.37404599999998,FL,3
A-143790,2,25.781242000000002,-80.336578,FL,3
A-143916,2,27.496351,-82.531708,FL,3
A-144509,2,28.409594,-81.830185,FL,3
A-145099,2,26.936819,-80.09587900000002,FL,3
A-145140,2,26.463161,-81.830215,FL,3
A-145293,3,25.851789,-80.207893,FL,3
A-145600,2,27.392876,-82.435806,FL,3
A-146062,3,28.911127,-81.271866,FL,3
A-147014,3,33.821548,-84.359383,GA,4
A-147284,3,33.912811,-84.286514,GA,4
A-147471,3,33.928226,-84.176018,GA,4
A-147508,3,33.805355,-84.41354399999999,GA,4
A-147712,3,33.902115,-84.473511,GA,4
A-147962,2,33.557545000000005,-85.081696,GA,4
A-147989,3,34.331134999999996,-81.6092,SC,4
A-148843,3,32.847462,-83.626869,GA,4
A-149339,3,33.864868,-84.439674,GA,4
A-149597,3,33.664840999999996,-84.02937299999998,GA,4
A-149862,2,33.927368,-84.243301,GA,4
A-151547,2,33.771770000000004,-82.051971,SC,4
A-151769,2,33.982327000000005,-84.34164399999997,GA,4
A-152455,2,33.551189,-84.47000899999998,GA,4
A-152500,2,34.47517,-82.652946,SC,4
A-152541,3,33.885494,-84.25168599999998,GA,4
A-152555,3,33.821548,-84.359383,GA,4
A-152811,3,33.743266999999996,-84.368134,GA,4
A-153180,2,33.781532,-84.390869,GA,4
A-154593,3,33.722115,-84.394592,GA,4
A-154855,2,33.263748,-82.047684,GA,4
A-155531,2,33.852024,-84.369621,GA,4
A-155973,3,33.916451,-84.40585300000002,GA,4
A-156204,3,34.189102,-84.505577,GA,4
A-156344,2,33.394333,-82.005264,GA,4
A-156443,2,33.922413,-84.010696,GA,4
A-156828,2,33.773575,-84.363686,GA,4
A-157036,2,33.690135999999995,-84.50625600000002,GA,4
A-157240,3,33.920390999999995,-84.31478100000002,GA,4
A-157287,3,33.752045,-81.527428,SC,4
A-158331,3,34.037842,-84.562691,GA,4
A-158387,3,33.901691,-84.473511,GA,4
A-158435,3,33.843379999999996,-84.48767099999998,GA,4
A-158655,3,33.652248,-84.367104,GA,4
A-158724,3,33.546902,-84.278488,GA,4
A-158756,2,33.291740000000004,-81.921539,GA,4
A-158926,3,33.750488,-84.44416,GA,4
A-159603,3,34.102528,-84.530563,GA,4
A-159904,3,33.912239,-84.207817,GA,4
A-160385,3,41.5499,-95.91729000000001,IA,1
A-160516,2,41.190647,-96.113342,NE,1
A-160871,3,42.457722,-92.254112,IA,1
A-161522,3,41.22467,-95.975945,NE,1
A-161617,2,41.262848,-96.100708,NE,1
A-161922,3,41.347229,-95.98201,NE,1
A-163167,3,41.593426,-93.715424,IA,1
A-164108,2,41.28508400000001,-96.031075,NE,1
A-164675,2,41.139385,-95.967598,NE,1
A-165131,2,41.277798,-96.052605,NE,1
A-165496,3,41.23901400000001,-95.953903,NE,1
A-166179,2,41.176212,-96.023674,NE,1
A-166820,2,41.263058,-96.119537,NE,1
A-167240,2,41.28513,-95.942184,NE,1
A-167847,2,41.874718,-88.022789,IL,1
A-168044,2,41.859383,-88.061501,IL,1
A-168454,2,41.979771,-88.13604699999998,IL,1
A-168947,2,41.860516,-87.992729,IL,1
A-168982,2,42.11425,-88.178368,IL,1
A-169059,2,42.015289,-87.80905200000002,IL,1
A-169291,2,41.832581,-87.945557,IL,1
A-169687,2,41.906506,-88.140167,IL,1
A-169884,2,41.930965,-88.12371800000004,IL,1
A-169970,2,42.161091,-88.050598,IL,1
A-170101,2,41.860458,-87.985374,IL,1
A-170213,2,42.252575,-89.03952,IL,1
A-170302,2,42.053276000000004,-88.282455,IL,1
A-170520,3,42.150791,-87.873451,IL,1
A-170793,2,42.333099,-88.029045,IL,1
A-170931,3,38.581558,-90.448074,MO,1
A-171201,2,41.974949,-88.20697,IL,1
A-171228,2,41.98340200000001,-88.07109799999998,IL,1
A-171473,3,41.967921999999994,-87.756187,IL,1
A-171541,2,41.940186,-88.143547,IL,1
A-172671,2,41.76252,-87.940186,IL,1
A-172679,3,38.74287800000001,-90.385696,MO,1
A-173116,2,41.845936,-87.996841,IL,1
A-173150,3,41.817406,-87.743492,IL,1
A-173214,2,42.012993,-88.21759,IL,1
A-173366,3,38.778313,-90.359932,MO,1
A-173714,2,41.974869,-88.222771,IL,1
A-174115,2,39.996517,-88.151871,IL,1
A-174859,2,41.786716,-88.071381,IL,1
A-175710,2,41.868889,-88.091995,IL,1
A-176454,2,41.844615999999995,-88.026123,IL,1
A-176551,2,41.906277,-87.93987299999998,IL,1
A-177144,2,41.570403999999996,-87.583412,IL,1
A-177500,2,41.771507,-87.916351,IL,1
A-178409,2,41.972382,-88.165802,IL,1
A-178579,2,41.764378,-87.93541,IL,1
A-178682,2,41.90586500000001,-87.965073,IL,1
A-178696,2,42.15379,-88.028046,IL,1
A-179709,3,42.358779999999996,-83.07650799999998,MI,1
A-180094,3,42.36575300000001,-86.26840200000002,MI,1
A-180132,2,42.988575,-85.65271800000002,MI,1
A-180479,2,42.951640999999995,-85.667587,MI,1
A-180688,3,42.350184999999996,-83.099335,MI,1
A-180716,2,42.98173900000001,-85.7173,MI,1
A-180897,3,42.265465,-83.44103199999998,MI,1
A-181589,2,42.379036,-83.216965,MI,1
A-181643,2,42.984444,-85.6399,MI,1
A-181840,2,43.024899,-83.681282,MI,1
A-181995,2,42.956139,-85.674149,MI,1
A-182117,2,42.984653,-85.667389,MI,1
A-182186,2,43.197762,-83.66583299999998,MI,1
A-182644,2,43.060565999999994,-83.77295699999998,MI,1
A-182679,2,43.204327,-83.73479499999998,MI,1
A-183172,2,42.980705,-83.772125,MI,1
A-183308,2,43.011326000000004,-83.517525,MI,1
A-184786,3,42.269051,-84.452972,MI,1
A-184815,3,42.267105,-83.225868,MI,1
A-184868,2,43.178833000000004,-83.660004,MI,1
A-185316,2,43.293018,-83.735352,MI,1
A-185570,2,42.912621,-85.608147,MI,1
A-185987,3,42.972755,-82.488342,MI,1
A-186298,3,42.364616,-83.066788,MI,1
A-186371,3,42.264626,-83.27034,MI,1
A-186625,3,43.01445800000001,-83.747711,MI,1
A-186728,3,42.494781,-82.918976,MI,1
A-187820,2,42.97031,-85.66909799999998,MI,1
A-187985,2,42.48019,-82.947556,MI,1
A-188092,3,42.424999,-83.424561,MI,1
A-189799,2,42.941425,-85.663887,MI,1
A-190066,2,42.95953,-85.650642,MI,1
A-190119,2,43.006954,-83.685822,MI,1
A-190209,2,42.944214,-83.692116,MI,1
A-190579,3,42.281643,-83.78439300000002,MI,1
A-190999,2,42.912647,-85.628098,MI,1
A-191771,2,43.20317100000001,-85.57599599999998,MI,1
A-192318,2,42.825638,-83.702888,MI,1
A-193509,2,43.065659000000004,-83.743378,MI,1
A-193583,2,43.018425,-83.654655,MI,1
A-193726,2,42.918556,-85.654953,MI,1
A-194520,2,41.068439,-73.76944,NY,6
A-194633,2,40.792294,-74.19270300000002,NJ,6
A-194787,3,41.198646999999994,-73.118042,CT,6
A-194883,3,42.090229,-71.42707800000002,MA,6
A-194901,2,40.722347,-73.579468,NY,6
A-194982,2,40.924717,-72.69931,NY,6
A-195363,3,41.014034,-73.716728,NY,6
A-195568,2,42.367451,-71.06163000000002,MA,6
A-195819,2,42.282608,-71.08545699999998,MA,6
A-195855,2,40.608356,-74.001289,NY,6
A-196217,2,41.099434,-73.797905,NY,6
A-196907,3,41.097279,-74.041191,NY,6
A-197099,3,40.742344,-73.825478,NY,6
A-197140,2,41.293171,-73.870506,NY,6
A-197174,2,40.735153000000004,-74.185837,NJ,6
A-197536,2,40.755276,-73.95082099999998,NY,6
A-198460,2,41.318905,-73.59060699999998,NY,6
A-198571,3,41.390369,-73.59796899999998,NY,6
A-200015,3,42.539856,-71.493195,MA,6
A-200487,3,42.03743,-71.246758,MA,6
A-200510,3,41.234299,-73.04164899999998,CT,6
A-201747,3,40.73431400000001,-73.922318,NY,6
A-202240,2,40.7896,-74.19548,NJ,6
A-202322,2,40.782616,-73.533638,NY,6
A-202396,2,40.829887,-73.873337,NY,6
A-203172,2,42.315128,-71.115669,MA,6
A-203861,3,40.845249,-73.914116,NY,6
A-203883,3,42.659935,-73.722084,NY,6
A-204249,3,42.081134999999996,-73.973518,NY,6
A-204424,2,40.771435,-73.876114,NY,6
A-205142,3,41.043246999999994,-73.83584599999998,NY,6
A-205229,2,41.299252,-73.885696,NY,6
A-205368,2,42.372402,-71.07944499999998,MA,6
A-205570,3,40.731213000000004,-74.05119300000001,NJ,6
A-205812,3,42.646,-71.185852,MA,6
A-206213,3,41.761162,-72.698341,CT,6
A-206417,3,41.787617,-72.65770699999999,CT,6
A-206780,3,41.045704,-73.769485,NY,6
A-207136,2,42.300896,-71.049065,MA,6
A-207244,3,41.253448,-73.67627,NY,6
A-207376,2,42.36657,-72.60582,MA,6
A-207482,2,42.261848,-71.126488,MA,6
A-207991,2,40.927986,-73.840195,NY,6
A-208249,3,41.195,-73.686195,NY,6
A-208578,2,41.625403999999996,-73.774231,NY,6
A-208909,2,41.625403999999996,-73.774231,NY,6
A-209241,2,40.81131,-74.10194399999997,NJ,6
A-209731,2,40.666367,-73.74029499999997,NY,6
A-210224,3,40.727695000000004,-73.929199,NY,6
A-210484,3,41.008331,-73.697777,NY,6
A-210773,3,40.845249,-73.914116,NY,6
A-210799,3,42.431622,-71.10279799999998,MA,6
A-210819,2,41.184818,-73.807404,NY,6
A-211363,2,41.561169,-74.427177,NY,6
A-211842,3,41.730545,-72.66078900000002,CT,6
