ID,Severity,Start_Lat,Start_Lng,cluster
A-3514,3,37.697891,-121.973984,6
A-3517,3,37.357258,-122.117043,6
A-3538,3,38.599545,-121.441032,6
A-3542,2,37.807072,-122.47561599999999,6
A-3543,2,36.776608,-121.715088,6
A-3581,2,39.347569,-121.098801,6
A-3609,2,38.658169,-120.969086,6
A-3636,3,37.588539000000004,-121.87087199999999,6
A-3648,2,38.433128,-122.726196,6
A-3711,2,38.236065,-121.051071,6
A-3715,2,38.406872,-120.67005900000001,6
A-3716,3,37.851562,-122.29938500000002,6
A-3728,2,38.588737,-121.401505,6
A-3734,2,39.132023,-122.87393999999999,6
A-3743,3,37.663311,-122.10592700000001,6
A-3780,2,38.435005,-121.530876,6
A-3788,3,37.71928,-122.176796,6
A-3801,3,38.643409999999996,-121.434265,6
A-3843,3,38.242809,-122.08538100000001,6
A-3863,3,37.327892,-121.874001,6
A-3867,2,38.380096,-121.36586000000001,6
A-3928,3,37.414558,-121.880264,6
A-3977,2,38.189529,-121.091049,6
A-4047,2,38.496016999999995,-121.466293,6
A-4086,2,36.731251,-121.63069899999999,6
A-4097,3,38.242306,-122.08653999999999,6
A-4103,2,38.825298,-121.164024,6
A-4108,2,37.89791500000001,-122.09585600000001,6
A-4122,3,37.690132,-122.096321,6
A-4139,3,37.76707800000001,-121.331657,6
A-4181,2,37.236069,-121.759033,6
A-4209,2,37.601955,-122.370651,6
A-4235,3,37.328884,-121.870255,6
A-4237,3,37.560669,-121.90888999999999,6
A-4317,2,38.596256,-121.427803,6
A-4333,2,38.550488,-121.42786399999999,6
A-4352,3,38.525612,-121.52143899999999,6
A-4410,2,38.733230999999996,-120.571091,6
A-4447,2,37.860287,-122.50202900000001,6
A-4457,2,38.512096,-121.94615900000001,6
A-4463,3,37.701716999999995,-121.88956499999999,6
A-4492,3,38.642693,-121.42908500000001,6
A-4514,2,37.36422,-121.90148899999998,6
A-4528,2,37.251087,-121.931229,6
A-4546,3,37.322414,-121.94072,6
A-4588,2,37.979881,-121.263046,6
A-4632,3,37.824974,-122.30555,6
A-4659,3,37.119289,-121.62611399999999,6
A-4667,3,38.664715,-121.355934,6
A-4680,3,37.447144,-121.89108300000001,6
A-4706,2,37.421535,-121.93466200000002,6
A-4711,3,37.84407,-122.297653,6
A-4725,2,38.49612,-121.438042,6
A-4733,2,38.826462,-120.94031499999998,6
A-4740,3,38.337143,-122.016502,6
A-4742,3,38.521404,-121.768745,6
A-4789,3,37.859638000000004,-121.281227,6
A-4807,3,37.488251,-121.942902,6
A-4831,3,37.700474,-121.92564399999999,6
A-4863,2,37.339455,-121.852043,6
A-4872,2,38.415915999999996,-122.716103,6
A-4877,3,37.943432,-122.480415,6
A-4885,3,37.703506,-122.00030500000001,6
A-4889,2,37.37682,-121.94153600000001,6
A-4898,2,37.849075,-122.229973,6
A-4906,3,37.762657,-121.439957,6
A-4919,2,37.909141999999996,-121.279808,6
A-4936,2,38.301196999999995,-122.70603200000001,6
A-4943,2,37.734898,-122.40866100000001,6
A-4952,3,38.216862,-122.13784,6
A-4961,2,37.209423,-121.722527,6
A-4963,2,38.246281,-122.904808,6
A-4974,2,38.01071500000001,-122.017548,6
A-4979,2,38.643349,-121.114876,6
A-4994,3,38.426231,-121.487579,6
A-5004,3,38.276299,-122.047394,6
A-5010,2,38.014961,-122.269531,6
A-5034,3,38.583015,-121.50322,6
A-5053,3,37.701607,-121.87579299999999,6
A-5058,3,38.270554,-122.051903,6
A-5080,3,37.77002,-121.328255,6
A-5086,3,37.603424,-122.064148,6
A-5093,3,37.897476,-122.0812,6
A-5101,3,37.688957,-122.13561200000001,6
A-5107,3,37.466029999999996,-121.90511299999999,6
A-5125,2,37.259937,-121.968719,6
A-5126,3,37.321135999999996,-121.899902,6
A-5128,3,37.333649,-121.937294,6
A-5137,3,37.764953999999996,-121.410652,6
A-5142,3,37.656653999999996,-121.90158799999999,6
A-5150,2,37.535507,-122.07521100000001,6
A-5152,3,37.802197,-122.297592,6
A-5158,2,37.985844,-121.268929,6
A-5167,3,37.391579,-121.870392,6
A-5187,2,38.477573,-121.408775,6
A-5224,2,37.686611,-122.130119,6
A-5268,3,37.627369,-122.081245,6
A-5274,2,38.575649,-121.568253,6
A-5301,3,37.644855,-122.093781,6
A-5305,2,37.06649,-121.21914699999999,6
A-5354,2,37.681732000000004,-121.0681,6
A-5372,3,37.76332100000001,-122.216202,6
A-5385,2,39.216358,-121.06540700000001,6
A-5389,2,37.634361,-122.40691399999999,6
A-5397,2,37.960772999999996,-121.24731399999999,6
A-5407,2,38.801796,-121.30021699999999,6
A-5411,3,38.758034,-121.261528,6
A-5425,3,37.74242,-121.531723,6
A-5426,3,38.583015,-121.50322,6
A-5448,3,37.824001,-122.316925,6
A-5462,2,37.610844,-122.06944299999999,6
A-5483,2,38.574013,-121.38310200000001,6
A-5492,3,38.459812,-121.84093500000002,6
A-5514,2,37.552738,-122.300407,6
A-5546,2,38.496132,-121.441521,6
A-5547,3,38.614117,-121.423294,6
A-5562,2,36.976494,-121.98530600000001,6
A-5599,3,37.563477,-122.03858899999999,6
A-5606,2,38.47282,-122.908546,6
A-5632,2,37.866127,-122.206947,6
A-5684,2,38.631596,-121.560822,6
A-5685,2,36.604664,-121.861015,6
A-5694,2,38.026787,-121.92836799999999,6
A-5696,2,37.2976,-121.81160700000001,6
A-5710,3,37.332008,-122.017372,6
A-5718,2,37.364437,-121.90221399999999,6
A-5738,2,38.380112,-121.365875,6
A-5744,2,38.559532,-121.373085,6
A-5794,2,38.424389,-122.673965,6
A-5825,2,37.363136,-121.891586,6
A-5865,2,37.783546,-121.209778,6
A-5909,2,39.52322,-121.68876599999999,6
A-5915,3,37.701648999999996,-121.911278,6
A-5939,3,37.69659,-121.921097,6
A-5950,2,37.050540999999996,-120.86468500000001,6
A-5974,2,37.694523,-122.05648799999999,6
A-5989,3,38.64056400000001,-121.47773000000001,6
A-5993,3,37.644787,-122.09394099999999,6
A-6008,2,38.430683,-122.741776,6
A-6018,3,37.384646999999994,-121.862907,6
A-6021,3,37.701714,-121.888107,6
A-6038,2,37.143429,-121.98490100000001,6
A-6056,2,38.57082,-121.13043200000001,6
A-6061,2,38.703712,-121.349731,6
A-6092,2,38.822769,-121.29991100000001,6
A-6105,2,38.412975,-122.79276999999999,6
A-6118,3,38.216862,-122.13784,6
A-6181,3,37.68935,-122.105194,6
A-6194,2,37.33535,-121.995651,6
A-6196,3,38.561962,-121.64625500000001,6
A-6204,2,37.339993,-121.85115800000001,6
A-6227,2,39.253883,-121.12724299999999,6
A-6265,2,38.683777,-121.43843100000001,6
A-6273,2,38.752193,-122.614525,6
A-6288,3,38.485714,-121.512344,6
A-6326,2,38.663555,-121.30856299999999,6
A-6394,2,37.798054,-121.41196399999998,6
A-6415,2,38.63858,-121.384628,6
A-6422,2,38.308636,-122.689552,6
A-6460,3,37.942603999999996,-122.47771499999999,6
A-6477,3,38.075176,-122.23130800000001,6
A-6517,2,38.234852000000004,-121.13541399999998,6
A-6532,2,37.119865000000004,-121.975967,6
A-6540,2,37.408218,-122.00376899999999,6
A-6558,2,38.452553,-121.37175,6
A-6563,3,37.980061,-122.06556699999999,6
A-6586,3,37.700348,-121.926231,6
A-6613,2,37.507812,-121.030891,6
A-6627,3,37.866753,-122.303642,6
A-6631,2,36.943386,-121.72053500000001,6
A-6639,3,37.811298,-121.992989,6
A-6644,3,38.222747999999996,-122.12883000000001,6
A-6667,3,37.784985,-122.39275400000001,6
A-6671,2,37.525131,-122.357826,6
A-6683,2,37.535507,-122.07521100000001,6
A-6694,2,37.874859,-122.18658400000001,6
A-6750,2,38.456322,-121.35358400000001,6
A-6751,2,38.653659999999995,-121.350479,6
A-6766,2,37.944752,-120.84375800000001,6
A-6779,3,37.687484999999995,-122.13348400000001,6
A-6786,3,37.923428,-122.35998500000001,6
A-6802,2,39.220261,-121.1511,6
A-6810,3,38.222747999999996,-122.12883000000001,6
A-6811,2,38.683571,-120.92898600000001,6
A-6820,2,37.74958,-122.403549,6
A-6837,2,38.08655200000001,-121.31047099999999,6
A-6856,3,37.743415999999996,-122.39653799999999,6
A-6867,2,37.366844,-121.996048,6
A-6895,2,37.752502,-122.40300800000001,6
A-6901,2,38.590804999999996,-121.28749099999999,6
A-6911,2,37.396564,-120.63081399999999,6
A-6927,2,37.887451,-121.696495,6
A-6935,2,37.76645300000001,-122.405304,6
A-6938,2,38.571373,-121.515984,6
A-6991,3,37.344485999999996,-121.84515400000001,6
A-7036,3,37.502990999999994,-122.331703,6
A-7050,2,37.145508,-121.98496999999999,6
A-7075,2,38.008003,-121.203873,6
A-7081,3,37.325233000000004,-122.00378400000001,6
A-7105,2,38.496536,-122.769035,6
A-7136,2,37.968849,-122.28668200000001,6
A-7158,2,37.324512,-122.399887,6
A-7167,2,39.493641,-121.78229499999999,6
A-7212,2,38.095963,-122.561325,6
A-7214,2,37.995613,-121.781319,6
A-7215,2,38.657684,-121.382851,6
A-7243,2,38.68777100000001,-121.343819,6
A-7248,2,38.49902,-122.76006299999999,6
A-7282,2,37.925533,-122.51451100000001,6
A-7283,3,38.642693,-121.42908500000001,6
A-7291,2,37.891506,-122.141365,6
A-7323,3,37.632156,-122.43721799999999,6
A-7342,2,38.373032,-121.35848200000001,6
A-7347,2,37.551575,-120.911324,6
A-7370,3,37.701382,-121.99134099999999,6
A-7389,3,37.418846,-122.219154,6
A-7396,2,37.891762,-122.17126499999999,6
A-7444,2,38.216373,-122.60345500000001,6
A-7449,2,37.953196999999996,-122.27198,6
A-7471,2,37.552986,-122.295914,6
A-7503,2,38.538242,-121.473648,6
A-7545,3,37.758404,-122.21217299999999,6
A-7551,2,37.765289,-122.40489199999999,6
A-7575,3,37.834717,-122.294701,6
A-7584,2,38.335163,-123.048203,6
A-7595,2,37.90270200000001,-122.515602,6
A-7600,3,38.091572,-122.230301,6
A-7602,3,38.388096000000004,-121.93375400000001,6
A-7603,2,37.253529,-121.84295700000001,6
A-7620,3,37.323948,-121.892509,6
A-7621,2,37.295425,-121.81036399999999,6
A-7634,3,37.500111,-121.92858899999999,6
A-7694,2,37.513973,-122.256027,6
A-7713,3,37.948452,-121.300606,6
A-7714,3,37.717746999999996,-121.53215,6
A-7761,2,37.63348,-121.000229,6
A-7780,2,37.749161,-121.13771799999999,6
A-7821,2,38.42765,-122.34115600000001,6
A-7854,2,36.895676,-121.42750500000001,6
A-7867,2,38.388729,-122.71608,6
A-7871,2,38.411453,-122.38150800000001,6
A-7873,2,38.297234,-122.65956100000001,6
A-7916,3,37.838181,-122.29663799999999,6
A-7920,2,38.561069,-121.482918,6
A-7921,2,38.628017,-121.396355,6
A-7936,3,37.808498,-122.36685200000001,6
A-7963,2,38.639969,-121.27198,6
A-7986,2,37.384440999999995,-122.06821399999998,6
A-8006,3,38.811451,-121.93949099999999,6
A-8047,2,38.629630999999996,-121.475571,6
A-8056,2,37.604755,-122.19589199999999,6
A-8069,3,38.671065999999996,-121.596024,6
A-8079,2,39.093697,-122.79949199999999,6
A-8080,3,37.808498,-122.36685200000001,6
A-8096,2,37.958805,-122.50936100000001,6
A-8102,2,38.496155,-122.75639299999999,6
A-8105,2,39.112926,-121.082222,6
A-8150,3,37.70883900000001,-121.72393000000001,6
A-8153,3,37.851349,-122.02898400000001,6
A-8155,2,37.74601,-121.584167,6
A-8196,3,37.764488,-122.217491,6
A-8214,2,37.88084,-122.04632600000001,6
A-8262,3,37.725777,-122.446198,6
A-8278,3,38.57571,-121.50843,6
A-8282,3,37.731277,-122.43521899999999,6
A-8315,3,37.793484,-122.26401499999999,6
A-8318,3,37.351471000000004,-121.91433700000002,6
A-8319,2,38.553616,-121.474228,6
A-8401,2,37.849026,-122.23568700000001,6
A-8410,3,38.58461,-121.50304399999999,6
A-8427,2,37.854958,-122.493698,6
A-8463,3,37.575993,-121.88103500000001,6
A-8464,3,38.671065999999996,-121.59748799999998,6
A-8482,3,38.219116,-122.13407099999999,6
A-8511,2,38.010459999999995,-122.230171,6
A-8517,2,37.742855,-122.198219,6
A-8523,2,38.560581,-121.463982,6
A-8543,3,37.808498,-122.36685200000001,6
A-8571,3,38.099983,-122.22966000000001,6
A-8574,2,37.925983,-122.514496,6
A-8579,3,37.593128,-121.870636,6
A-8600,3,37.98687,-122.314224,6
A-8626,2,38.510436999999996,-121.451927,6
A-8639,2,38.660647999999995,-121.327477,6
A-8650,2,38.116248999999996,-121.17348500000001,6
A-8666,2,37.294281,-121.938446,6
A-8792,2,38.393745,-121.26992,6
A-8867,3,37.792282,-121.30066699999999,6
A-8919,3,37.806995,-122.277992,6
A-8932,3,37.4664,-121.905403,6
A-8934,3,37.43473400000001,-121.88871,6
A-8937,2,37.339455,-121.852043,6
A-8952,2,38.695698,-123.430954,6
A-8957,2,38.134083000000004,-122.476372,6
A-8974,2,37.445060999999995,-122.119133,6
A-8977,2,36.758205,-121.743347,6
A-8979,3,38.55931500000001,-121.477356,6
A-8984,3,37.925472,-122.36334199999999,6
A-9002,2,38.150757,-122.449348,6
A-9015,2,37.22506,-121.976707,6
A-9022,2,37.322014,-121.89088400000001,6
A-9053,3,38.02545900000001,-122.11223600000001,6
A-9071,2,38.813602,-122.71160900000001,6
A-9076,2,38.052799,-122.216179,6
A-9086,3,37.531193,-121.941185,6
A-9103,2,37.377357,-121.94544199999999,6
A-9104,2,38.703842,-120.85635400000001,6
A-9194,3,37.842594,-122.2976,6
A-9227,2,37.885841,-121.276573,6
A-9233,2,37.885841,-121.276573,6
A-9243,2,37.06649,-121.21914699999999,6
A-9244,3,37.916542,-121.29103899999998,6
A-9280,2,38.10596500000001,-122.21138,6
A-9288,3,37.636875,-122.439697,6
A-9303,2,36.835037,-121.384552,6
A-9325,3,37.690459999999995,-122.09041599999999,6
A-9330,2,37.257313,-121.79615,6
A-9351,3,37.759823,-122.39225800000001,6
A-9360,2,36.845242,-121.63468200000001,6
A-9380,3,37.507153,-122.338486,6
A-9404,2,38.487476,-121.425003,6
A-9420,2,37.993607,-122.323875,6
A-9435,3,38.601196,-121.50518799999999,6
A-9436,2,38.560707,-121.46331799999999,6
A-9472,3,37.550838,-122.376007,6
A-9481,2,37.017765000000004,-122.027832,6
A-9521,2,37.429096,-122.102104,6
A-9569,3,37.323948,-121.892509,6
A-9601,2,37.383385,-122.069557,6
A-9602,2,38.050018,-121.01473200000001,6
A-9606,2,38.91222,-121.035851,6
A-9620,2,38.669914,-120.988602,6
A-9636,2,38.639835,-121.19681499999999,6
A-9653,3,38.596378,-121.44367199999999,6
A-9662,3,37.76465200000001,-121.41068999999999,6
A-9671,3,38.603214,-121.435478,6
A-9690,3,37.750099,-122.39225,6
A-9691,2,37.587196,-122.348396,6
A-9726,2,38.708259999999996,-121.084801,6
A-9737,2,37.240887,-121.778648,6
A-9752,3,37.811779,-121.29581499999999,6
A-9763,2,38.631653,-121.397972,6
A-9790,3,37.666538,-122.107597,6
A-9805,2,37.807072,-122.47561599999999,6
A-9807,2,38.5289,-122.793053,6
A-9844,3,37.668953,-122.10938999999999,6
A-9850,2,37.101746,-121.015823,6
A-9861,2,38.673656,-121.54018400000001,6
A-9865,2,37.421124,-122.092476,6
A-9869,2,37.378239,-122.06756599999999,6
A-9871,2,37.279644,-122.01133,6
A-9872,3,37.31794,-121.980484,6
A-9877,2,37.563786,-122.306152,6
A-9885,2,36.859859,-121.603821,6
A-9892,2,38.255192,-122.332649,6
A-9920,2,37.617908,-122.152847,6
A-9925,3,38.388096000000004,-121.93375400000001,6
A-9933,2,36.666962,-121.75693500000001,6
A-9944,2,38.210487,-122.13594099999999,6
A-9955,3,37.639423,-122.441612,6
A-9978,3,37.73755300000001,-122.140717,6
A-10000,3,38.574406,-121.577354,6
A-10013,2,37.663979,-121.02828999999998,6
A-10022,3,37.771893,-122.156456,6
A-10028,3,38.505909,-121.520149,6
A-10042,3,37.950302,-121.28971100000001,6
A-10052,2,39.12902800000001,-123.204384,6
A-10096,3,38.769897,-121.24855,6
A-10098,2,37.861095,-122.209496,6
A-10161,2,38.501457,-122.76313799999998,6
A-10214,2,37.33313,-121.896851,6
A-10220,3,37.699734,-122.040649,6
A-10250,2,38.079921999999996,-122.80846399999999,6
A-10286,2,37.700404999999996,-122.471291,6
A-10304,2,37.769344,-120.922951,6
A-10336,3,37.298912,-121.87501499999999,6
A-10349,2,37.332706,-121.845428,6
A-10352,2,37.976112,-121.74196599999999,6
A-10413,2,37.643707,-122.093231,6
A-10442,2,37.873726,-121.25341,6
A-10457,2,36.96957800000001,-121.970955,6
A-10543,3,37.689934,-122.09571799999999,6
A-10559,3,38.281345,-121.45709199999999,6
A-10588,3,37.784931,-122.392448,6
A-10620,2,37.52932,-122.27371200000002,6
A-10651,3,37.416698,-122.21153999999999,6
A-10684,3,37.539722,-121.92373700000002,6
A-10763,2,36.988407,-121.953369,6
A-10764,3,37.915211,-122.06581899999999,6
A-10780,3,37.826912,-121.29007,6
A-10818,3,37.941891,-121.29823300000001,6
A-10842,2,37.318287,-121.831551,6
A-10847,3,38.28014,-121.457268,6
A-10851,3,38.580055,-121.50515700000001,6
A-10868,2,38.494578999999995,-123.01805900000001,6
A-10919,2,37.471752,-122.22305300000001,6
A-10959,2,37.667015,-122.13456699999999,6
A-10970,3,37.627701,-122.08176399999999,6
A-10972,2,37.667442,-121.03453799999998,6
A-10976,2,38.160579999999996,-121.39909399999999,6
A-10990,2,38.014423,-122.252342,6
A-11020,2,37.228953999999995,-121.78035700000001,6
A-11061,3,37.77773300000001,-122.16741200000001,6
A-11084,3,37.737488,-122.402245,6
A-11092,3,38.875305,-121.131027,6
A-11099,2,37.068855,-121.212471,6
A-11112,2,38.814556,-122.712074,6
A-11136,2,38.43195,-121.48876200000001,6
A-11173,2,39.072006,-121.549225,6
A-11194,3,37.720779,-121.65520500000001,6
A-11229,2,37.05938,-121.58436599999999,6
A-11233,2,38.358554999999996,-121.823051,6
A-11236,3,38.001785,-122.281792,6
A-11248,2,38.501979999999996,-123.000298,6
A-11250,3,38.258347,-122.06226299999999,6
A-11253,3,37.808498,-122.36685200000001,6
A-11291,3,38.900295,-121.07479099999999,6
A-11312,2,38.559222999999996,-121.36300700000001,6
A-11332,2,38.603214,-121.435478,6
A-11364,2,37.963196,-122.255554,6
A-11387,3,38.543846,-121.47376299999999,6
A-11400,2,38.639621999999996,-121.197235,6
A-11425,3,37.701519,-121.866455,6
A-11435,2,36.53812,-121.90601299999999,6
A-11455,2,38.610813,-121.41246000000001,6
A-11498,2,38.704411,-121.36165600000001,6
A-11527,3,37.645466,-122.449242,6
A-11547,2,37.865192,-121.667648,6
A-11551,2,37.25045,-121.910278,6
A-11577,3,37.808498,-122.36685200000001,6
A-11616,2,37.983276000000004,-122.041641,6
A-11625,2,38.615845,-122.87075800000001,6
